Date,Open,High,Low,Close,Difference,Shares Traded,Turnover (Rs. Cr),EHL,VHL,HL,N,HP,VHP,EHP,Status
22-Jun-10,5353.95,5354.35,5311.05,5316.55,37.4,162043358,5453.37,0,0,0,0,1,0,0,4
23-Jun-10,5316.15,5333.3,5288.15,5323.15,-7,150160458,5457.95,0,0,0,1,0,0,0,3
24-Jun-10,5323.25,5348.3,5284.55,5320.6,2.65,218787111,8902.73,0,0,0,1,0,0,0,3
25-Jun-10,5320.5,5320.5,5259.9,5269.05,51.45,164967805,6750.84,0,0,0,0,0,1,0,5
28-Jun-10,5271.1,5339.45,5270.75,5333.5,-62.4,154140414,6284.06,0,1,0,0,0,0,0,1
29-Jun-10,5333.55,5334.15,5235.8,5256.15,77.4,158720263,5859.41,0,0,0,0,0,1,0,5
30-Jun-10,5254.25,5320.35,5210,5312.5,-58.25,183722824,7083.92,0,1,0,0,0,0,0,1
01-Jul-10,5312.05,5312.55,5232.1,5251.4,60.65,141430947,5489.08,0,0,0,0,0,1,0,5
02-Jul-10,5251.25,5277.25,5225.6,5237.1,14.15,149979351,5158.26,0,0,0,0,1,0,0,4
05-Jul-10,5237,5252.75,5225.85,5235.9,1.1,100621413,3333.36,0,0,0,1,0,0,0,3
06-Jul-10,5236.1,5297.45,5231.5,5289.05,-52.95,115506191,4290.4,0,1,0,0,0,0,0,1
07-Jul-10,5293.1,5296.75,5233.45,5241.1,52,132390232,4490.16,0,0,0,0,0,1,0,5
08-Jul-10,5242,5320.5,5242,5296.85,-54.85,127297125,4878.49,0,1,0,0,0,0,0,1
09-Jul-10,5297.2,5359.05,5297.2,5352.45,-55.25,216660647,6889.1,0,1,0,0,0,0,0,1
12-Jul-10,5352.25,5402.7,5351.6,5383,-30.75,189500080,6566.28,0,0,1,0,0,0,0,2
13-Jul-10,5370.2,5406.2,5357.85,5400.65,-30.45,226045986,7302.68,0,0,1,0,0,0,0,2
14-Jul-10,5402,5453.45,5371.7,5386.15,15.85,211034896,7700.69,0,0,0,0,1,0,0,4
15-Jul-10,5387.1,5399.2,5360.6,5378.75,8.35,155118828,6035.97,0,0,0,1,0,0,0,3
16-Jul-10,5376.65,5401.35,5374.4,5393.9,-17.25,143220575,6261.44,0,0,1,0,0,0,0,2
19-Jul-10,5392.7,5409.1,5361.5,5386.45,6.25,116584791,4686.58,0,0,0,1,0,0,0,3
20-Jul-10,5387,5416.45,5353.6,5368,19,121626463,4136.6,0,0,0,0,1,0,0,4
21-Jul-10,5368.85,5409.1,5368.85,5399.35,-30.5,122859037,4953.75,0,0,1,0,0,0,0,2
22-Jul-10,5399.15,5447.15,5372.2,5441.95,-42.8,155995093,6239.12,0,1,0,0,0,0,0,1
23-Jul-10,5441.9,5477.5,5435.15,5449.1,-7.2,165925947,6466.84,0,0,0,1,0,0,0,3
26-Jul-10,5446.55,5466.25,5409.2,5418.6,27.95,147330374,5545.74,0,0,0,0,1,0,0,4
27-Jul-10,5420.2,5450.95,5407.2,5430.6,-10.4,155306187,7037.79,0,0,0,1,0,0,0,3
28-Jul-10,5436.1,5447.85,5386.25,5397.55,38.55,146938758,6793.67,0,0,0,0,1,0,0,4
29-Jul-10,5397.85,5415.85,5381.55,5408.9,-11.05,162309098,7592.59,0,0,0,1,0,0,0,3
30-Jul-10,5408.4,5413.25,5349.2,5367.6,40.8,131797420,5934.09,0,0,0,0,1,0,0,4
02-Aug-10,5369.55,5438.85,5351.3,5431.65,-62.1,104231289,5012.55,0,1,0,0,0,0,0,1
03-Aug-10,5432.5,5459.2,5426.4,5439.55,-7.05,130727919,5577.95,0,0,0,1,0,0,0,3
04-Aug-10,5441.35,5481.9,5428.4,5467.85,-26.5,120781454,5308.01,0,0,1,0,0,0,0,2
05-Aug-10,5470.15,5487.15,5443.1,5447.1,23.05,129638121,5375.93,0,0,0,0,1,0,0,4
06-Aug-10,5448.25,5471.9,5431.35,5439.25,9,116668077,4724.6,0,0,0,1,0,0,0,3
09-Aug-10,5439.8,5492.3,5433.25,5486.15,-46.35,137005276,4943.58,0,1,0,0,0,0,0,1
10-Aug-10,5486.8,5491.45,5445.35,5460.7,26.1,164218108,6726.45,0,0,0,0,1,0,0,4
11-Aug-10,5460.7,5474.6,5412,5420.6,40.1,174632660,7684.14,0,0,0,0,1,0,0,4
12-Aug-10,5418.7,5431.1,5372.45,5416.45,2.25,172039387,7991.9,0,0,0,1,0,0,0,3
13-Aug-10,5420.65,5476.5,5415.5,5452.1,-31.45,154913632,6503.15,0,0,1,0,0,0,0,2
16-Aug-10,5452.1,5465.25,5397.4,5418.3,33.8,189453492,6283.46,0,0,0,0,1,0,0,4
17-Aug-10,5422.15,5443.55,5408.8,5414.15,8,138282188,5458.34,0,0,0,1,0,0,0,3
18-Aug-10,5416.25,5487.95,5416.25,5479.15,-62.9,154252402,6293.69,0,1,0,0,0,0,0,1
19-Aug-10,5478.25,5544.7,5478.1,5540.2,-61.95,167740837,5669.59,0,1,0,0,0,0,0,1
20-Aug-10,5540.8,5546.6,5513.35,5530.65,10.15,144072389,5301.98,0,0,0,1,0,0,0,3
23-Aug-10,5531.15,5549.8,5519.4,5543.5,-12.35,118735153,5263.58,0,0,0,1,0,0,0,3
24-Aug-10,5541.1,5547.25,5488.45,5505.1,36,139147479,5551.14,0,0,0,0,1,0,0,4
25-Aug-10,5505.3,5506.15,5452.55,5462.35,42.95,157764424,5517.95,0,0,0,0,1,0,0,4
26-Aug-10,5462.1,5486.55,5454.7,5477.9,-15.8,186378293,7554.18,0,0,1,0,0,0,0,2
27-Aug-10,5489.6,5495.2,5391.95,5408.7,80.9,142325823,5450.83,0,0,0,0,0,1,0,5
30-Aug-10,5408.9,5469,5390.35,5415.45,-6.55,113842559,4230.08,0,0,0,1,0,0,0,3
31-Aug-10,5413.55,5413.9,5348.9,5402.4,11.15,157131369,6686.31,0,0,0,1,0,0,0,3
01-Sep-10,5403.05,5478.6,5403.05,5471.85,-68.8,144228489,5883.01,0,1,0,0,0,0,0,1
02-Sep-10,5471.9,5513.95,5471.85,5486.15,-14.25,159665619,5066.31,0,0,0,1,0,0,0,3
03-Sep-10,5486.3,5510.4,5473.65,5479.4,6.9,146809469,4234.91,0,0,0,1,0,0,0,3
06-Sep-10,5479.55,5589.4,5479.55,5576.95,-97.4,158938306,6388.26,0,1,0,0,0,0,0,1
07-Sep-10,5575.9,5625.5,5571.65,5604,-28.1,177476993,6050.2,0,0,1,0,0,0,0,2
08-Sep-10,5604.25,5625.3,5567.75,5607.85,-3.6,135333275,5689.78,0,0,0,1,0,0,0,3
09-Sep-10,5608.3,5647.45,5608.1,5640.05,-31.75,138061072,6234.11,0,0,1,0,0,0,0,2
13-Sep-10,5639.2,5770.6,5639.2,5760,-120.8,152799959,7515.79,0,1,0,0,0,0,0,1
14-Sep-10,5760.3,5838.45,5760.3,5795.55,-35.25,188426968,8111.27,0,0,1,0,0,0,0,2
15-Sep-10,5795.25,5869.45,5792.2,5860.95,-65.7,187206098,8805.82,0,1,0,0,0,0,0,1
16-Sep-10,5861.1,5901.65,5815.8,5828.7,32.4,192466127,7830.28,0,0,0,0,1,0,0,4
17-Sep-10,5828.7,5898.4,5828.7,5884.95,-56.25,211380366,7874.33,0,1,0,0,0,0,0,1
20-Sep-10,5885.05,5989.5,5885.05,5980.45,-95.4,193474676,7658.35,0,1,0,0,0,0,0,1
21-Sep-10,5980.5,6032.8,5961.85,6009.05,-28.55,200950471,9035.72,0,0,1,0,0,0,0,2
22-Sep-10,6008.4,6037.4,5946.45,5991,17.4,170150328,8003,0,0,0,0,1,0,0,4
23-Sep-10,5991.05,6006.8,5932.4,5959.55,31.5,135577520,6114.32,0,0,0,0,1,0,0,4
24-Sep-10,5959.45,6029.1,5951.2,6018.3,-58.85,176456881,7167.29,0,1,0,0,0,0,0,1
27-Sep-10,6018.3,6073.5,6018.3,6035.65,-17.35,166773894,6621.37,0,0,1,0,0,0,0,2
28-Sep-10,6036.05,6049.8,5991.3,6029.5,6.55,170651346,6860.57,0,0,0,1,0,0,0,3
29-Sep-10,6029.15,6071.55,5979.65,5991.3,37.85,183154443,7028.59,0,0,0,0,1,0,0,4
30-Sep-10,5991.35,6048.45,5963.6,6029.95,-38.6,217770233,9926.83,0,0,1,0,0,0,0,2
01-Oct-10,6030.3,6153.1,6030.3,6143.4,-113.1,179173861,8626.97,0,1,0,0,0,0,0,1
04-Oct-10,6144.7,6222.1,6144.7,6159.45,-14.75,184600423,7416.3,0,0,0,1,0,0,0,3
05-Oct-10,6159.45,6188.35,6118.05,6145.8,13.65,145235637,6398.72,0,0,0,1,0,0,0,3
06-Oct-10,6150.95,6223.4,6148.6,6186.45,-35.5,152497661,6668.37,0,0,1,0,0,0,0,2
07-Oct-10,6186.85,6199.45,6107.5,6120.3,66.55,168880938,7191.88,0,0,0,0,0,1,0,5
08-Oct-10,6121.4,6148.6,6067,6103.45,17.95,134638713,6623.9,0,0,0,0,1,0,0,4
11-Oct-10,6105.95,6187.75,6105.95,6135.85,-29.9,115776692,5662.74,0,0,1,0,0,0,0,2
12-Oct-10,6135.95,6144.95,6057.95,6090.9,45.05,109943866,5166.44,0,0,0,0,1,0,0,4
13-Oct-10,6091.45,6240.25,6089.75,6233.9,-142.45,148662525,8169.71,0,1,0,0,0,0,0,1
14-Oct-10,6234.3,6284.1,6157.9,6177.35,56.95,128486390,6591.58,0,0,0,0,0,1,0,5
15-Oct-10,6175.9,6200.6,6050.35,6062.65,113.25,111058422,6512.52,0,0,0,0,0,1,0,5
18-Oct-10,6112.75,6115.1,5985.1,6075.95,36.8,138750722,7739.58,0,0,0,0,1,0,0,4
19-Oct-10,6114.45,6127.05,6008.15,6027.3,87.15,130458477,6428.48,0,0,0,0,0,1,0,5
20-Oct-10,6002.95,6038.1,5966.75,5982.1,20.85,105107009,5029.95,0,0,0,0,1,0,0,4
21-Oct-10,6008.9,6113.5,5984.9,6101.5,-92.6,123101282,6706.58,0,1,0,0,0,0,0,1
22-Oct-10,6113.4,6121.1,6041.35,6066.05,47.35,109374888,5611.75,0,0,0,0,1,0,0,4
25-Oct-10,6101.25,6151.3,6094.6,6105.8,-4.55,123118093,5936.95,0,0,0,1,0,0,0,3
26-Oct-10,6116.3,6120.25,6074.65,6082,34.3,113451560,6237.35,0,0,0,0,1,0,0,4
27-Oct-10,6075.45,6075.95,5987.55,6012.65,62.8,116710581,5892.65,0,0,0,0,0,1,0,5
28-Oct-10,6039.95,6071.1,5968.1,5987.7,52.25,228786632,11869.38,0,0,0,0,0,1,0,5
29-Oct-10,6021.15,6032.65,5937.1,6017.7,3.45,137878156,7152.22,0,0,0,1,0,0,0,3
01-Nov-10,6092.3,6132.4,6084.75,6117.55,-25.25,128909525,6679.42,0,0,1,0,0,0,0,2
02-Nov-10,6127.55,6138.1,6094.4,6119,8.55,122092224,6081.21,0,0,0,1,0,0,0,3
03-Nov-10,6150.6,6182.5,6146.8,6160.5,-9.9,111324417,5241.29,0,0,0,1,0,0,0,3
04-Nov-10,6209.6,6290.15,6199.35,6281.8,-72.2,125032367,6442.42,0,1,0,0,0,0,0,1
05-Nov-10,6321.85,6338.5,6303.1,6312.45,9.4,27174949,1143.23,0,0,0,1,0,0,0,3
08-Nov-10,6335.25,6335.9,6265.35,6273.2,62.05,153925612,6799.73,0,0,0,0,0,1,0,5
09-Nov-10,6281,6310.9,6243.55,6301.55,-20.55,139822783,7037.06,0,0,1,0,0,0,0,2
10-Nov-10,6303.2,6307.65,6269.25,6275.7,27.5,125609850,6187.2,0,0,0,0,1,0,0,4
11-Nov-10,6286.35,6296.55,6179.5,6194.25,92.1,169295911,7013.98,0,0,0,0,0,1,0,5
12-Nov-10,6182.3,6202.5,6056.75,6071.65,110.65,155200157,7348.97,0,0,0,0,0,1,0,5
15-Nov-10,6079.9,6128.75,6039.4,6121.6,-41.7,124265953,6436.93,0,1,0,0,0,0,0,1
16-Nov-10,6143.45,6144.05,5970.6,5988.7,154.75,139191484,7327.56,0,0,0,0,0,1,0,5
18-Nov-10,6075.95,6076.2,5906.75,5998.8,77.15,190221312,9720.83,0,0,0,0,0,1,0,5
19-Nov-10,6011.3,6013.25,5863.95,5890.3,121,150744322,7332.53,0,0,0,0,0,1,0,5
22-Nov-10,5920.9,6020.25,5905.15,6010,-89.1,123423130,6138.02,0,1,0,0,0,0,0,1
23-Nov-10,5971.55,5973.35,5824.95,5934.75,36.8,158866285,7781.91,0,0,0,0,1,0,0,4
24-Nov-10,5946.8,5976.65,5833.6,5865.75,81.05,125846538,6608.67,0,0,0,0,0,1,0,5
25-Nov-10,5883.95,5907.1,5780.35,5799.75,84.2,371673464,12228.45,0,0,0,0,0,1,0,5
26-Nov-10,5828.55,5838.5,5690.35,5751.95,76.6,287201252,9841.53,0,0,0,0,0,1,0,5
29-Nov-10,5789.95,5843.15,5754.7,5830,-40.05,155071028,6132.15,0,1,0,0,0,0,0,1
30-Nov-10,5811.6,5892.25,5768.35,5862.7,-51.1,217959199,8862.2,0,1,0,0,0,0,0,1
01-Dec-10,5871,5971,5865.55,5960.9,-89.9,173354997,7422.59,0,1,0,0,0,0,0,1
02-Dec-10,6023.05,6029.5,5980.6,6011.7,11.35,197376731,8206.15,0,0,0,1,0,0,0,3
03-Dec-10,6013.35,6025.4,5964.25,5992.8,20.55,165379301,6957.19,0,0,0,0,1,0,0,4
06-Dec-10,6033.65,6069.45,5981.7,5992.25,41.4,145317173,7255.47,0,0,0,0,1,0,0,4
07-Dec-10,5995.05,6001,5939.7,5976.55,18.5,145410821,7503.81,0,0,0,0,1,0,0,4
08-Dec-10,5954.4,5960,5878.6,5903.7,50.7,122572793,7342.58,0,0,0,0,0,1,0,5
09-Dec-10,5924.25,5927.3,5742.3,5766.5,157.75,169510906,8924.45,0,0,0,0,0,1,0,5
10-Dec-10,5761,5865.5,5721.15,5857.35,-96.35,167487929,9006.74,0,1,0,0,0,0,0,1
13-Dec-10,5882.65,5913.8,5795.9,5907.65,-25,138228657,6888.32,0,0,1,0,0,0,0,2
14-Dec-10,5928.7,5953.95,5888.75,5944.1,-15.4,125296903,6074.88,0,0,0,1,0,0,0,3
15-Dec-10,5931.15,5942.75,5865.8,5892.3,38.85,126323113,7089.53,0,0,0,0,1,0,0,4
16-Dec-10,5910.55,5956.15,5855.05,5948.75,-38.2,149826681,8378.96,0,0,1,0,0,0,0,2
20-Dec-10,5926.85,5985,5900.25,5947.05,-20.2,121821490,7312.39,0,0,1,0,0,0,0,2
21-Dec-10,5960.4,6007.45,5960.05,6000.65,-40.25,126542972,6485.84,0,1,0,0,0,0,0,1
22-Dec-10,6019,6023.8,5958,5984.4,34.6,118823292,5864.21,0,0,0,0,1,0,0,4
23-Dec-10,6005.9,6006.45,5964.6,5980,25.9,85460029,4301.17,0,0,0,0,1,0,0,4
24-Dec-10,5940.25,6017.35,5940.25,6011.6,-71.35,123574629,4656.48,0,1,0,0,0,0,0,1
27-Dec-10,6013.3,6045.75,5991.1,5998.1,15.2,95958318,3459.44,0,0,0,0,1,0,0,4
28-Dec-10,6005.35,6010.9,5982.25,5996,9.35,90722187,3636.15,0,0,0,1,0,0,0,3
29-Dec-10,6005.15,6067.55,6002.85,6060.35,-55.2,92994810,4053.2,0,1,0,0,0,0,0,1
30-Dec-10,6062.35,6106.4,6062.35,6101.85,-39.5,194348266,7239.3,0,0,1,0,0,0,0,2
31-Dec-10,6105.1,6147.3,6103.55,6134.5,-29.4,113754901,4945.21,0,0,1,0,0,0,0,2
03-Jan-11,6177.45,6178.55,6147.2,6157.6,19.85,96028639,4477.36,0,0,0,0,1,0,0,4
04-Jan-11,6172.75,6181.05,6124.4,6146.35,26.4,181727905,7678.55,0,0,0,0,1,0,0,4
05-Jan-11,6141.35,6141.35,6062.35,6079.8,61.55,139614193,6606.21,0,0,0,0,0,1,0,5
06-Jan-11,6107,6116.15,6022.3,6048.25,58.75,152338978,7050.18,0,0,0,0,0,1,0,5
07-Jan-11,6030.9,6051.2,5883.6,5904.6,126.3,171809106,8325.79,0,0,0,0,0,1,0,5
10-Jan-11,5901.3,5907.25,5740.95,5762.85,138.45,156945855,7920.38,0,0,0,0,0,1,0,5
11-Jan-11,5767.95,5842.6,5698.2,5754.1,13.85,161261704,8307.22,0,0,0,0,1,0,0,4
12-Jan-11,5800.05,5874.2,5711.3,5863.25,-63.2,188116995,8709.68,0,1,0,0,0,0,0,1
13-Jan-11,5850.75,5857.75,5736.7,5751.9,98.85,175347539,8150.11,0,0,0,0,0,1,0,5
14-Jan-11,5752.1,5833.65,5639.65,5654.55,97.55,174568442,7372.1,0,0,0,0,0,1,0,5
17-Jan-11,5648.8,5696.15,5624.15,5654.75,-5.95,148497108,6417.27,0,0,0,1,0,0,0,3
18-Jan-11,5682.55,5730.5,5671.25,5724.05,-41.5,141008889,6160.38,0,1,0,0,0,0,0,1
19-Jan-11,5737.35,5747.65,5662.55,5691.05,46.3,146719934,6694.79,0,0,0,0,1,0,0,4
20-Jan-11,5656,5729.45,5634.5,5711.6,-55.6,130496983,6947.7,0,1,0,0,0,0,0,1
21-Jan-11,5692.05,5717.55,5674.5,5696.5,-4.45,119990780,6083.61,0,0,0,1,0,0,0,3
24-Jan-11,5717.1,5756,5697.75,5743.25,-26.15,108832157,6641.96,0,0,1,0,0,0,0,2
25-Jan-11,5763.3,5801.55,5680.65,5687.4,75.9,126128667,7302.14,0,0,0,0,0,1,0,5
27-Jan-11,5725.3,5726.1,5594.95,5604.3,121,201496674,9182.79,0,0,0,0,0,1,0,5
28-Jan-11,5614,5614.4,5459.55,5512.15,101.85,173107003,8122.35,0,0,0,0,0,1,0,5
31-Jan-11,5452.55,5526.85,5416.65,5505.9,-53.35,177847681,7873.96,0,1,0,0,0,0,0,1
01-Feb-11,5537.3,5539.15,5402,5417.2,120.1,171232063,7797.43,0,0,0,0,0,1,0,5
02-Feb-11,5469.55,5490.6,5415.65,5432,37.55,172198228,7860.06,0,0,0,0,1,0,0,4
03-Feb-11,5430.45,5532.65,5418,5526.75,-96.3,154228754,6254,0,1,0,0,0,0,0,1
04-Feb-11,5519.9,5556.3,5369.05,5395.75,124.15,187819542,7685.49,0,0,0,0,0,1,0,5
07-Feb-11,5430.15,5440.35,5376.95,5396,34.15,150447066,5905.38,0,0,0,0,1,0,0,4
08-Feb-11,5432.35,5432.35,5303.4,5312.55,119.8,155600262,6479.05,0,0,0,0,0,1,0,5
09-Feb-11,5293.05,5339.45,5225.65,5253.55,39.5,246525934,9294.77,0,0,0,0,1,0,0,4
10-Feb-11,5246.05,5272.6,5196.8,5225.8,20.25,225237990,8309.47,0,0,0,0,1,0,0,4
11-Feb-11,5219.65,5319.45,5177.7,5310,-90.35,211250584,7717.69,0,1,0,0,0,0,0,1
14-Feb-11,5340.25,5463.8,5340.25,5456,-115.75,175710338,7073.77,0,1,0,0,0,0,0,1
15-Feb-11,5467.75,5506.5,5408.35,5481,-13.25,170459703,7071,0,0,0,1,0,0,0,3
16-Feb-11,5467.6,5504.8,5460.35,5481.7,-14.1,140517190,5258.76,0,0,0,1,0,0,0,3
17-Feb-11,5501.7,5553,5463.4,5546.45,-44.75,143669623,5601.73,0,1,0,0,0,0,0,1
18-Feb-11,5557.55,5599.25,5441.95,5458.95,98.6,180906498,7684.74,0,0,0,0,0,1,0,5
21-Feb-11,5456.6,5526.25,5413.1,5518.6,-62,137634026,6109.38,0,1,0,0,0,0,0,1
22-Feb-11,5504.4,5519.45,5437.3,5469.2,35.2,166271411,7383.12,0,0,0,0,1,0,0,4
23-Feb-11,5452.45,5495.2,5427.55,5437.35,15.1,173584660,7203.8,0,0,0,0,1,0,0,4
24-Feb-11,5408.75,5423.4,5242.5,5262.7,146.05,259347677,11011.16,0,0,0,0,0,1,0,5
25-Feb-11,5321.05,5338.2,5232.75,5303.55,17.5,193536325,7679.23,0,0,0,0,1,0,0,4
28-Feb-11,5330.15,5477,5308.6,5333.25,-3.1,317245759,10276.18,0,0,0,1,0,0,0,3
01-Mar-11,5382,5533.05,5373.55,5522.3,-140.3,210498269,7411.09,0,1,0,0,0,0,0,1
03-Mar-11,5478.45,5570.75,5468.25,5536.2,-57.75,218804792,8848.97,0,1,0,0,0,0,0,1
04-Mar-11,5586.2,5608.2,5524.1,5538.75,47.45,162006860,6522.01,0,0,0,0,1,0,0,4
07-Mar-11,5490.05,5491.25,5408.45,5463.15,26.9,134581629,5145.87,0,0,0,0,1,0,0,4
08-Mar-11,5466.1,5530.55,5464.75,5520.8,-54.7,127506672,5176.59,0,1,0,0,0,0,0,1
09-Mar-11,5542.4,5563.3,5477.45,5531,11.4,149822867,5595.45,0,0,0,1,0,0,0,3
10-Mar-11,5516.1,5516.3,5468.45,5494.4,21.7,135730117,4854.41,0,0,0,0,1,0,0,4
11-Mar-11,5456.15,5502.7,5411.55,5445.45,10.7,133441964,5586.59,0,0,0,1,0,0,0,3
14-Mar-11,5436.5,5537.3,5434.25,5531.5,-95,173521756,5310.24,0,1,0,0,0,0,0,1
15-Mar-11,5420,5497.85,5373.65,5449.65,-29.65,191037598,7745.78,0,0,1,0,0,0,0,2
16-Mar-11,5475.95,5535.1,5475.95,5511.15,-35.2,135196748,5724.84,0,0,1,0,0,0,0,2
17-Mar-11,5455.4,5510.05,5435.3,5446.65,8.75,135255698,5962.69,0,0,0,1,0,0,0,3
18-Mar-11,5475.35,5483.05,5366.4,5373.7,101.65,129492420,5729.27,0,0,0,0,0,1,0,5
21-Mar-11,5408.75,5413.3,5348.2,5364.75,44,107174731,4222.09,0,0,0,0,1,0,0,4
22-Mar-11,5390.85,5428.15,5376.15,5413.85,-23,94938100,3978.8,0,0,1,0,0,0,0,2
23-Mar-11,5411.4,5484.95,5401.95,5480.25,-68.85,112036402,4852.75,0,1,0,0,0,0,0,1
24-Mar-11,5501.8,5529,5496.1,5522.4,-20.6,115262055,4766.56,0,0,1,0,0,0,0,2
25-Mar-11,5588.65,5667.1,5560.95,5654.25,-65.6,133451382,6457.47,0,1,0,0,0,0,0,1
28-Mar-11,5645.25,5709.1,5643.2,5687.25,-42,130717964,6675.09,0,1,0,0,0,0,0,1
29-Mar-11,5686.5,5770.35,5680.7,5736.35,-49.85,140479340,6737.62,0,1,0,0,0,0,0,1
30-Mar-11,5755.8,5803.15,5753.9,5787.65,-31.85,133208726,6161.99,0,0,1,0,0,0,0,2
31-Mar-11,5803.05,5872,5778.65,5833.75,-30.7,219441114,11741.25,0,0,1,0,0,0,0,2
01-Apr-11,5835,5860.2,5810.4,5826.05,8.95,118321855,5698.58,0,0,0,1,0,0,0,3
04-Apr-11,5842,5918.7,5833.2,5908.45,-66.45,106392427,5424.67,0,1,0,0,0,0,0,1
05-Apr-11,5923.85,5928.65,5855.85,5910.05,13.8,110625437,5386.96,0,0,0,0,1,0,0,4
06-Apr-11,5908,5944.45,5868.8,5891.75,16.25,125960708,6114.96,0,0,0,0,1,0,0,4
07-Apr-11,5888.55,5906.1,5866.25,5885.7,2.85,98160761,5029.08,0,0,0,1,0,0,0,3
08-Apr-11,5886.75,5926.95,5822,5842,44.75,99854772,5071.12,0,0,0,0,1,0,0,4
11-Apr-11,5805.35,5830.3,5777.9,5785.7,19.65,92734132,4636.4,0,0,0,0,1,0,0,4
13-Apr-11,5747.95,5923.6,5735.55,5911.5,-163.55,145699909,6888.51,0,1,0,0,0,0,0,1
15-Apr-11,5898.75,5907.35,5806.45,5824.55,74.2,140590405,9198.8,0,0,0,0,0,1,0,5
18-Apr-11,5824.35,5897.9,5722.25,5729.1,95.25,121111083,7626.14,0,0,0,0,0,1,0,5
19-Apr-11,5716,5762.95,5693.25,5740.75,-24.75,101237488,5510.81,0,0,1,0,0,0,0,2
20-Apr-11,5786.05,5857.35,5759.65,5851.65,-65.6,117896054,6097.39,0,1,0,0,0,0,0,1
21-Apr-11,5882.85,5912.9,5864.35,5884.7,-1.85,119753918,7240.13,0,0,0,1,0,0,0,3
25-Apr-11,5859.6,5906.6,5857,5874.5,-14.9,94377009,5323.17,0,0,0,1,0,0,0,3
26-Apr-11,5876.85,5893.2,5791.55,5868.4,8.45,117166769,6155.73,0,0,0,1,0,0,0,3
27-Apr-11,5884.2,5892.35,5819.95,5833.9,50.3,108740523,5893.38,0,0,0,0,0,1,0,5
28-Apr-11,5851.35,5856.4,5776.95,5785.45,65.9,159344933,8773.7,0,0,0,0,0,1,0,5
29-Apr-11,5782.5,5804.3,5706.05,5749.5,33,184751755,7259,0,0,0,0,1,0,0,4
02-May-11,5766.9,5775.25,5687.7,5701.3,65.6,86514383,4614.18,0,0,0,0,0,1,0,5
03-May-11,5689.7,5710.8,5554.85,5565.25,124.45,125522829,7457,0,0,0,0,0,1,0,5
04-May-11,5567.7,5578.8,5503,5537.15,30.55,119083244,6150.25,0,0,0,0,1,0,0,4
05-May-11,5531.6,5560.3,5443.65,5459.85,71.75,126424541,5953.85,0,0,0,0,0,1,0,5
06-May-11,5477.65,5564.4,5472.45,5551.45,-73.8,122684321,5969.39,0,1,0,0,0,0,0,1
09-May-11,5575.2,5586.05,5502.4,5551.1,24.1,75438946,3387.89,0,0,0,0,1,0,0,4
10-May-11,5555.55,5592.9,5514.55,5541.25,14.3,88822800,3931.01,0,0,0,0,1,0,0,4
11-May-11,5547.2,5574.7,5525,5565.05,-17.85,82509136,4309.88,0,0,1,0,0,0,0,2
12-May-11,5537.8,5572.5,5476.3,5486.15,51.65,91624740,4342.75,0,0,0,0,0,1,0,5
13-May-11,5492.35,5605,5472.15,5544.75,-52.4,119423852,5690.93,0,1,0,0,0,0,0,1
16-May-11,5541.7,5541.8,5487.65,5499,42.7,94219161,4343.66,0,0,0,0,1,0,0,4
17-May-11,5496.1,5523.85,5421.05,5438.95,57.15,109199263,6356.9,0,0,0,0,0,1,0,5
18-May-11,5448.2,5460.5,5401.25,5420.6,27.6,107357672,6250.15,0,0,0,0,1,0,0,4
19-May-11,5448.15,5452.6,5411.25,5428.1,20.05,94180687,5509.73,0,0,0,0,1,0,0,4
20-May-11,5450.65,5517.55,5432.75,5486.35,-35.7,127399855,5791.89,0,0,1,0,0,0,0,2
23-May-11,5456.7,5456.7,5373,5386.55,70.15,94674110,5037.85,0,0,0,0,0,1,0,5
24-May-11,5385.1,5422.6,5367.45,5394.85,-9.75,100052471,4819.47,0,0,0,1,0,0,0,3
25-May-11,5389.1,5389.1,5328.7,5348.95,40.15,99917758,5133.01,0,0,0,0,1,0,0,4
26-May-11,5372.75,5422.2,5356.35,5412.35,-39.6,161608076,7601.74,0,0,1,0,0,0,0,2
27-May-11,5413.7,5485.8,5413.6,5476.1,-62.4,117233303,5553.69,0,1,0,0,0,0,0,1
30-May-11,5493.75,5509.3,5458.6,5473.1,20.65,100764849,4451.38,0,0,0,0,1,0,0,4
31-May-11,5492,5571.6,5489.7,5560.15,-68.15,149409715,6946.23,0,1,0,0,0,0,0,1
01-Jun-11,5561.05,5597.35,5559.45,5592,-30.95,98629277,4670.86,0,0,1,0,0,0,0,2
02-Jun-11,5529.9,5568.2,5521.95,5550.35,-20.45,110949186,4709.42,0,0,1,0,0,0,0,2
03-Jun-11,5565.7,5604.95,5507.2,5516.75,48.95,101017578,4757.1,0,0,0,0,0,1,0,5
06-Jun-11,5504.3,5542.65,5479.85,5532.05,-27.75,77137320,3486.68,0,0,1,0,0,0,0,2
07-Jun-11,5509.15,5570.1,5507.8,5556.15,-47,81858402,3830.7,0,1,0,0,0,0,0,1
