Date,Open,High,Low,Close,Difference,Shares Traded,Turnover (Rs. Cr),EHL,VHL,HL,N,HP,VHP,EHP,Status
27-Aug-15,7921.6,7963.6,7862.3,7948.95,-27.35,314422773,14282.73,0,0,1,0,0,0,0,2
28-Aug-15,8053.7,8091.8,7961.65,8001.95,51.75,201572450,8641.87,0,0,0,0,0,1,0,5
31-Aug-15,8009.25,8043.6,7947.95,7971.3,37.95,204254629,9547.7,0,0,0,0,1,0,0,4
01-Sep-15,7907.95,7929.1,7746.5,7785.85,122.1,190581167,8633.26,0,0,0,0,0,1,0,5
02-Sep-15,7856.65,7862.55,7699.25,7717,139.65,222003483,9794.29,0,0,0,0,0,1,0,5
03-Sep-15,7774.45,7845.6,7754.05,7823,-48.55,160609681,7060.37,0,1,0,0,0,0,0,1
04-Sep-15,7803.4,7804.9,7626.85,7655.05,148.35,199569987,8200.69,0,0,0,0,0,1,0,5
07-Sep-15,7685.85,7705.05,7545.9,7558.8,127.05,145763902,5768.15,0,0,0,0,0,1,0,5
08-Sep-15,7587.7,7720.9,7539.5,7688.25,-100.55,177514609,7380.17,0,1,0,0,0,0,0,1
09-Sep-15,7805.85,7846.05,7764.55,7818.6,-12.75,214842731,8550.1,0,0,0,1,0,0,0,3
10-Sep-15,7729.05,7819.85,7678.5,7788.1,-59.05,165313439,6992.42,0,1,0,0,0,0,0,1
11-Sep-15,7833.8,7864.85,7759.9,7789.3,44.5,140576943,6014.16,0,0,0,0,1,0,0,4
14-Sep-15,7811.1,7879.95,7761.85,7872.25,-61.15,126630775,5277.75,0,1,0,0,0,0,0,1
15-Sep-15,7867.35,7880,7799.75,7829.1,38.25,140722007,6252.35,0,0,0,0,1,0,0,4
16-Sep-15,7886.85,7913.9,7853.3,7899.15,-12.3,144331414,6650.61,0,0,0,1,0,0,0,3
18-Sep-15,7967.45,8055,7955.85,7981.9,-14.45,249313429,11328.64,0,0,0,1,0,0,0,3
21-Sep-15,7911.5,7987.9,7908.35,7977.1,-65.6,125628591,5482.45,0,1,0,0,0,0,0,1
22-Sep-15,8014.8,8021.6,7787.75,7812,202.8,173569429,7887.06,0,0,0,0,0,1,0,5
23-Sep-15,7737.35,7882.9,7723.25,7845.95,-108.6,151196367,6869.26,0,1,0,0,0,0,0,1
24-Sep-15,7838.4,7894.5,7804.1,7868.5,-30.1,208766516,9732.18,0,0,1,0,0,0,0,2
28-Sep-15,7892.8,7893.95,7787.95,7795.7,97.1,140480206,7120.05,0,0,0,0,0,1,0,5
29-Sep-15,7725.7,7926.55,7691.2,7843.3,-117.6,248106979,11184.67,0,1,0,0,0,0,0,1
30-Sep-15,7924.25,7957.7,7874.5,7948.9,-24.65,217187896,9981.56,0,0,1,0,0,0,0,2
01-Oct-15,7992.05,8008.25,7930.65,7950.9,41.15,161809883,8896.78,0,0,0,0,1,0,0,4
05-Oct-15,8005.1,8128.9,8005.1,8119.3,-114.2,188830270,9589.63,0,1,0,0,0,0,0,1
06-Oct-15,8180.45,8180.95,8096.5,8152.9,27.55,184037905,8461.64,0,0,0,0,1,0,0,4
07-Oct-15,8146.2,8188.9,8132.9,8177.4,-31.2,199911165,7894.19,0,0,1,0,0,0,0,2
08-Oct-15,8196.75,8196.75,8105.85,8129.35,67.4,177030502,7837.16,0,0,0,0,0,1,0,5
09-Oct-15,8186.35,8232.2,8139.65,8189.7,-3.35,205859184,7960.62,0,0,0,1,0,0,0,3
12-Oct-15,8231.5,8244.5,8128.2,8143.6,87.9,205255913,7604.3,0,0,0,0,0,1,0,5
13-Oct-15,8121.95,8150.25,8088.6,8131.7,-9.75,150431773,6877.36,0,0,0,1,0,0,0,3
14-Oct-15,8102.4,8139.3,8096.35,8107.9,-5.5,143158108,6607.21,0,0,0,1,0,0,0,3
15-Oct-15,8134.35,8190.55,8129.8,8179.5,-45.15,172429864,7625.17,0,1,0,0,0,0,0,1
16-Oct-15,8193.65,8246.4,8147.65,8238.15,-44.5,161153559,6956.78,0,1,0,0,0,0,0,1
19-Oct-15,8262.55,8283.05,8239.2,8275.05,-12.5,128300205,6880.43,0,0,0,1,0,0,0,3
20-Oct-15,8280.3,8294.05,8229.2,8261.65,18.65,159947752,7661.53,0,0,0,0,1,0,0,4
21-Oct-15,8258.35,8294.4,8217.15,8251.7,6.65,149270047,6689.35,0,0,0,1,0,0,0,3
23-Oct-15,8308.25,8328.1,8280.75,8295.45,12.8,156664310,7466.28,0,0,0,1,0,0,0,3
26-Oct-15,8333.65,8336.3,8252.05,8260.55,73.1,138006303,6799.49,0,0,0,0,0,1,0,5
27-Oct-15,8230.35,8241.95,8217.05,8232.9,-2.55,161493491,8271.49,0,0,0,1,0,0,0,3
28-Oct-15,8188.9,8209.1,8131.8,8171.2,17.7,194708669,9131.44,0,0,0,0,1,0,0,4
29-Oct-15,8175.45,8179.6,8098,8111.75,63.7,224234135,10569.95,0,0,0,0,0,1,0,5
30-Oct-15,8123.55,8146.1,8044.4,8065.8,57.75,205663493,9218.39,0,0,0,0,0,1,0,5
02-Nov-15,8054.55,8060.7,7995.6,8050.8,3.75,140323983,6552.67,0,0,0,1,0,0,0,3
03-Nov-15,8086.35,8100.35,8031.75,8060.7,25.65,136625382,5955.64,0,0,0,0,1,0,0,4
04-Nov-15,8104.9,8116.1,8027.3,8040.2,64.7,125935846,5696.01,0,0,0,0,0,1,0,5
05-Nov-15,8030.35,8031.2,7944.1,7955.45,74.9,136223827,6001.38,0,0,0,0,0,1,0,5
06-Nov-15,7956.55,8002.65,7926.15,7954.3,2.25,226329409,8771.77,0,0,0,1,0,0,0,3
09-Nov-15,7788.25,7937.75,7771.7,7915.2,-126.95,218422388,9376.17,0,1,0,0,0,0,0,1
10-Nov-15,7877.6,7885.1,7772.85,7783.35,94.25,170267413,7153.47,0,0,0,0,0,1,0,5
11-Nov-15,7838.8,7847.95,7819.1,7825,13.8,22380435,1123.44,0,0,0,0,1,0,0,4
13-Nov-15,7762.45,7775.1,7730.9,7762.25,0.2,165876819,7731.55,0,0,0,1,0,0,0,3
16-Nov-15,7732.95,7838.85,7714.15,7806.6,-73.65,154134885,6871.15,0,1,0,0,0,0,0,1
17-Nov-15,7848.75,7860.45,7793,7837.55,11.2,149451211,6367.14,0,0,0,1,0,0,0,3
18-Nov-15,7823.15,7843.4,7725.05,7731.8,91.35,148037721,6112.32,0,0,0,0,0,1,0,5
19-Nov-15,7788.5,7854.9,7765.45,7842.75,-54.25,136702518,7410.15,0,1,0,0,0,0,0,1
20-Nov-15,7841.9,7906.95,7817.8,7856.55,-14.65,156610433,7298.01,0,0,0,1,0,0,0,3
23-Nov-15,7869.5,7877.5,7825.2,7849.25,20.25,130871603,6099.09,0,0,0,0,1,0,0,4
24-Nov-15,7837,7870.35,7812.65,7831.6,5.4,134562905,6686.27,0,0,0,1,0,0,0,3
26-Nov-15,7837.15,7897.1,7832,7883.8,-46.65,226632193,11054.04,0,1,0,0,0,0,0,1
27-Nov-15,7910.6,7959.3,7879.45,7942.7,-32.1,154863047,7068.72,0,0,1,0,0,0,0,2
30-Nov-15,7936.25,7966,7922.8,7935.25,1,223041699,15368.67,0,0,0,1,0,0,0,3
01-Dec-15,7958.15,7972.15,7934.15,7954.9,3.25,142945421,6796.67,0,0,0,1,0,0,0,3
02-Dec-15,7976.7,7979.3,7910.8,7931.35,45.35,130207404,6242.53,0,0,0,0,1,0,0,4
03-Dec-15,7902.3,7912.3,7853.3,7864.15,38.15,129628400,5636.41,0,0,0,0,1,0,0,4
04-Dec-15,7817.6,7821.4,7775.7,7781.9,35.7,157231681,7758.36,0,0,0,0,1,0,0,4
07-Dec-15,7816.55,7825.4,7746.05,7765.4,51.15,141893279,6403.97,0,0,0,0,0,1,0,5
08-Dec-15,7738.5,7771.25,7685.45,7701.7,36.8,139318392,5986.06,0,0,0,0,1,0,0,4
09-Dec-15,7695.5,7702.85,7606.9,7612.5,83,144315690,6599.6,0,0,0,0,0,1,0,5
10-Dec-15,7643.3,7691.95,7610,7683.3,-40,145249292,6492.02,0,1,0,0,0,0,0,1
11-Dec-15,7699.6,7703.05,7575.3,7610.45,89.15,172996480,6894.44,0,0,0,0,0,1,0,5
14-Dec-15,7558.2,7663.95,7551.05,7650.05,-91.85,153492615,6290.42,0,1,0,0,0,0,0,1
15-Dec-15,7659.15,7705,7625.1,7700.9,-41.75,138479057,6152.14,0,1,0,0,0,0,0,1
16-Dec-15,7725.25,7776.6,7715.75,7750.9,-25.65,159149338,6703.76,0,0,1,0,0,0,0,2
17-Dec-15,7783.05,7852.9,7737.55,7844.35,-61.3,181256780,7367.15,0,1,0,0,0,0,0,1
18-Dec-15,7828.9,7836.15,7753.35,7761.95,66.95,197319843,8074.5,0,0,0,0,0,1,0,5
21-Dec-15,7745.65,7840.75,7733.45,7834.45,-88.8,130174102,5558.38,0,1,0,0,0,0,0,1
22-Dec-15,7829.4,7846.3,7776.85,7786.1,43.3,129633328,5028.11,0,0,0,0,1,0,0,4
23-Dec-15,7830.45,7871.45,7826.1,7865.95,-35.5,121480721,4663.45,0,0,1,0,0,0,0,2
24-Dec-15,7888.75,7888.75,7835.5,7861.05,27.7,96374245,3383.99,0,0,0,0,1,0,0,4
28-Dec-15,7863.2,7937.2,7863,7925.15,-61.95,126737811,5755.48,0,1,0,0,0,0,0,1
29-Dec-15,7929.2,7942.15,7902.75,7928.95,0.25,116535971,4950.36,0,0,0,1,0,0,0,3
30-Dec-15,7938.6,7944.75,7889.85,7896.25,42.35,110145855,4392.87,0,0,0,0,1,0,0,4
31-Dec-15,7897.8,7955.55,7891.15,7946.35,-48.55,155645098,6780.85,0,1,0,0,0,0,0,1
01-Jan-16,7938.45,7972.55,7909.8,7963.2,-24.75,64843836,2613.91,0,0,1,0,0,0,0,2
04-Jan-16,7924.55,7937.55,7781.1,7791.3,133.25,138864905,5897.08,0,0,0,0,0,1,0,5
05-Jan-16,7828.4,7831.2,7763.25,7784.65,43.75,149672973,5948.51,0,0,0,0,1,0,0,4
06-Jan-16,7788.05,7800.95,7721.2,7741,47.05,151715828,6722.17,0,0,0,0,1,0,0,4
07-Jan-16,7673.35,7674.95,7556.6,7568.3,105.05,194732861,7803.21,0,0,0,0,0,1,0,5
08-Jan-16,7611.65,7634.1,7581.05,7601.35,10.3,162348690,6753.57,0,0,0,1,0,0,0,3
11-Jan-16,7527.45,7605.1,7494.35,7563.85,-36.4,194836791,7327.15,0,0,1,0,0,0,0,2
12-Jan-16,7587.2,7588.3,7487.8,7510.3,76.9,168975973,7071.48,0,0,0,0,0,1,0,5
13-Jan-16,7557.9,7590.95,7425.8,7562.4,-4.5,221908258,9585.17,0,0,0,1,0,0,0,3
14-Jan-16,7467.4,7604.8,7443.8,7536.8,-69.4,206988549,9246.75,0,1,0,0,0,0,0,1
15-Jan-16,7561.65,7566.5,7427.3,7437.8,123.85,203643071,8279.07,0,0,0,0,0,1,0,5
18-Jan-16,7420.35,7463.65,7336.4,7351,69.35,240798183,8431.56,0,0,0,0,0,1,0,5
19-Jan-16,7381.8,7462.75,7364.15,7435.1,-53.3,194068339,7038.84,0,1,0,0,0,0,0,1
20-Jan-16,7357,7470.9,7241.5,7309.3,47.7,232614141,8794.16,0,0,0,0,0,1,0,5
21-Jan-16,7376.65,7398.7,7250,7276.8,99.85,248113284,9401.16,0,0,0,0,0,1,0,5
22-Jan-16,7355.7,7433.4,7327.6,7422.45,-66.75,236282061,7666.39,0,1,0,0,0,0,0,1
25-Jan-16,7468.75,7487.15,7421.2,7436.15,32.6,168202502,5910.99,0,0,0,0,1,0,0,4
27-Jan-16,7469.6,7477.9,7419.7,7437.75,31.85,193389891,6834.77,0,0,0,0,1,0,0,4
28-Jan-16,7426.5,7468.85,7409.6,7424.65,1.85,283036298,10049.88,0,0,0,1,0,0,0,3
29-Jan-16,7413.35,7575.65,7402.8,7563.55,-150.2,307934042,11277.33,0,1,0,0,0,0,0,1
01-Feb-16,7589.5,7600.45,7541.25,7555.95,33.55,206645021,8209.5,0,0,0,0,1,0,0,4
02-Feb-16,7566.65,7576.3,7428.05,7455.55,111.1,237338907,8030.99,0,0,0,0,0,1,0,5
03-Feb-16,7392.45,7419.4,7350.3,7361.8,30.65,197863301,6748.17,0,0,0,0,1,0,0,4
04-Feb-16,7411.45,7457.05,7365.95,7404,7.45,229563364,7465.35,0,0,0,1,0,0,0,3
05-Feb-16,7418.25,7503.15,7406.65,7489.1,-70.85,257518899,8628.24,0,1,0,0,0,0,0,1
08-Feb-16,7489.7,7512.55,7363.2,7387.25,102.45,176758985,5746.45,0,0,0,0,0,1,0,5
09-Feb-16,7303.95,7323.45,7275.15,7298.2,5.75,218730280,7415.13,0,0,0,1,0,0,0,3
10-Feb-16,7264.3,7271.85,7177.75,7215.7,48.6,254481339,8129.65,0,0,0,0,0,1,0,5
11-Feb-16,7203.6,7208.65,6959.95,6976.35,227.25,301302956,9250.27,0,0,0,0,0,1,0,5
12-Feb-16,7023.65,7034.8,6869,6980.95,42.7,344210729,11062.63,0,0,0,0,1,0,0,4
15-Feb-16,7057.35,7182.8,7056.8,7162.95,-105.6,365217073,10204.34,0,1,0,0,0,0,0,1
16-Feb-16,7201.25,7204.65,7037.7,7048.25,153,261607451,7638.39,0,0,0,0,0,1,0,5
17-Feb-16,7058.85,7123.7,6960.65,7108.45,-49.6,268017961,7686.32,0,1,0,0,0,0,0,1
18-Feb-16,7177.4,7215.1,7127.85,7191.75,-14.35,254331498,8051.51,0,0,0,1,0,0,0,3
19-Feb-16,7170.55,7226.85,7145.95,7210.75,-40.2,198206480,6156.58,0,1,0,0,0,0,0,1
22-Feb-16,7208.85,7252.4,7200.7,7234.55,-25.7,159162842,5832.89,0,0,1,0,0,0,0,2
23-Feb-16,7240.3,7241.7,7090.7,7109.55,130.75,200396978,6433.16,0,0,0,0,0,1,0,5
24-Feb-16,7075,7090.8,7009.75,7018.7,56.3,205898417,6497.18,0,0,0,0,0,1,0,5
25-Feb-16,7029.85,7034.2,6961.4,6970.6,59.25,291932544,9090.16,0,0,0,0,0,1,0,5
26-Feb-16,7039.3,7052.9,6985.1,7029.75,9.55,213142575,6880.96,0,0,0,1,0,0,0,3
29-Feb-16,7050.45,7094.6,6825.8,6987.05,63.4,487969285,15992.15,0,0,0,0,0,1,0,5
01-Mar-16,7038.25,7235.5,7035.1,7222.3,-184.05,283561570,9896.58,0,1,0,0,0,0,0,1
02-Mar-16,7321.7,7380.35,7308.15,7368.85,-47.15,348965708,10983.06,0,1,0,0,0,0,0,1
03-Mar-16,7429.55,7483.95,7406.05,7475.6,-46.05,287248532,9255.43,0,1,0,0,0,0,0,1
04-Mar-16,7505.4,7505.9,7444.1,7485.35,20.05,290441230,8135.06,0,0,0,0,1,0,0,4
08-Mar-16,7486.4,7527.15,7442.15,7485.3,1.1,264945393,8417.86,0,0,0,1,0,0,0,3
09-Mar-16,7436.1,7539,7424.3,7531.8,-95.7,252709391,9036.29,0,1,0,0,0,0,0,1
10-Mar-16,7545.35,7547.1,7447.4,7486.15,59.2,231584305,8875.92,0,0,0,0,0,1,0,5
11-Mar-16,7484.85,7543.95,7460.6,7510.2,-25.35,204806572,7558.55,0,0,1,0,0,0,0,2
14-Mar-16,7542.6,7583.7,7515.05,7538.75,3.85,172067214,6330.45,0,0,0,1,0,0,0,3
15-Mar-16,7535.85,7545.2,7452.8,7460.6,75.25,199653871,7577.78,0,0,0,0,0,1,0,5
16-Mar-16,7457.05,7508,7405.15,7498.75,-41.7,201430035,7102.59,0,1,0,0,0,0,0,1
17-Mar-16,7557.4,7585.3,7479.4,7512.55,44.85,247043954,9539.89,0,0,0,0,1,0,0,4
18-Mar-16,7534.65,7613.6,7517.9,7604.35,-69.7,244727490,9971.59,0,1,0,0,0,0,0,1
21-Mar-16,7619.2,7713.55,7617.7,7704.25,-85.05,202853386,8381.51,0,1,0,0,0,0,0,1
22-Mar-16,7695.55,7728.2,7643.8,7714.9,-19.35,215355848,8628.05,0,0,1,0,0,0,0,2
23-Mar-16,7717.45,7726.85,7670.6,7716.5,0.95,205794773,7612.54,0,0,0,1,0,0,0,3
28-Mar-16,7741,7749.4,7587.7,7615.1,125.9,249905118,10102.36,0,0,0,0,0,1,0,5
29-Mar-16,7606.55,7652.9,7582.25,7597,9.55,223493457,10474.75,0,0,0,1,0,0,0,3
30-Mar-16,7651.1,7741.95,7643.45,7735.2,-84.1,239843751,9908.6,0,1,0,0,0,0,0,1
31-Mar-16,7727.65,7777.6,7702,7738.4,-10.75,391914059,15918.74,0,0,0,1,0,0,0,3
01-Apr-16,7718.05,7740.15,7666.1,7713.05,5,189571551,8118.47,0,0,0,1,0,0,0,3
04-Apr-16,7733.15,7764.45,7704.4,7758.8,-25.65,160277940,6506.44,0,0,1,0,0,0,0,2
05-Apr-16,7736.3,7736.3,7588.65,7603.2,133.1,210126897,8412.34,0,0,0,0,0,1,0,5
06-Apr-16,7636.05,7638.65,7591.75,7614.35,21.7,170653808,6802.69,0,0,0,0,1,0,0,4
07-Apr-16,7630.4,7630.75,7535.85,7546.45,83.95,241684050,7709.23,0,0,0,0,0,1,0,5
08-Apr-16,7542.35,7569.35,7526.7,7555.2,-12.85,147816460,5981.23,0,0,0,1,0,0,0,3
11-Apr-16,7577.8,7678.8,7516.85,7671.4,-93.6,185353268,7055.61,0,1,0,0,0,0,0,1
12-Apr-16,7669.25,7717.4,7663.35,7708.95,-39.7,168508978,6945.44,0,0,1,0,0,0,0,2
13-Apr-16,7777.15,7864.8,7772.2,7850.45,-73.3,227217288,10071.44,0,1,0,0,0,0,0,1
18-Apr-16,7908.15,7920.6,7842.75,7914.7,-6.55,190258561,10356.03,0,0,0,1,0,0,0,3
20-Apr-16,7950.05,7950.4,7877.55,7914.75,35.3,211630060,10069.83,0,0,0,0,1,0,0,4
21-Apr-16,7953.65,7978.45,7884.1,7912.05,41.6,230577117,9613.3,0,0,0,0,1,0,0,4
22-Apr-16,7891.8,7923.35,7873.35,7899.3,-7.5,188988540,7714.04,0,0,0,1,0,0,0,3
25-Apr-16,7894.8,7911,7827,7855.05,39.75,150776959,7362.13,0,0,0,0,1,0,0,4
26-Apr-16,7828.15,7974.5,7822.55,7962.65,-134.5,208656803,9686.21,0,1,0,0,0,0,0,1
27-Apr-16,7942,7991,7940.55,7979.9,-37.9,213174058,9669.04,0,0,1,0,0,0,0,2
28-Apr-16,7967.4,7992,7834.45,7847.25,120.15,301485186,14943.3,0,0,0,0,0,1,0,5
29-Apr-16,7844.25,7889.05,7788.7,7849.8,-5.55,251227047,9872.58,0,0,0,1,0,0,0,3
02-May-16,7822.7,7829.8,7777.3,7805.9,16.8,150818181,6079.16,0,0,0,0,1,0,0,4
03-May-16,7824.8,7890.25,7735.15,7747,77.8,192271370,8536.83,0,0,0,0,0,1,0,5
04-May-16,7724.15,7749,7697.25,7706.55,17.6,205939089,7816.27,0,0,0,0,1,0,0,4
05-May-16,7731,7777.55,7706.85,7735.5,-4.5,190792828,8089.45,0,0,0,1,0,0,0,3
06-May-16,7717.65,7738.9,7678.35,7733.45,-15.8,168662226,6296.51,0,0,0,1,0,0,0,3
09-May-16,7755.25,7873.65,7753.55,7866.05,-110.8,165616829,7559.77,0,1,0,0,0,0,0,1
10-May-16,7873.55,7896.9,7837.7,7887.8,-14.25,166957276,7306.72,0,0,0,1,0,0,0,3
11-May-16,7804.65,7893.1,7780.9,7848.85,-44.2,220712496,9394.05,0,1,0,0,0,0,0,1
12-May-16,7871.45,7916.05,7849.65,7900.4,-28.95,157444918,7171.91,0,0,1,0,0,0,0,2
13-May-16,7881,7881,7784.2,7814.9,66.1,185061782,10152.08,0,0,0,0,0,1,0,5
16-May-16,7831.2,7873.9,7772.15,7860.75,-29.55,211547775,7790.24,0,0,1,0,0,0,0,2
17-May-16,7896.85,7940.1,7879.7,7890.75,6.1,189140810,8195.95,0,0,0,1,0,0,0,3
18-May-16,7846.75,7882.05,7810.75,7870.15,-23.4,161169418,7333.13,0,0,1,0,0,0,0,2
19-May-16,7875.5,7876.2,7766.8,7783.4,92.1,175711829,7163.38,0,0,0,0,0,1,0,5
20-May-16,7792.2,7812.4,7735.75,7749.7,42.5,161889432,6798.89,0,0,0,0,1,0,0,4
23-May-16,7813.95,7820.6,7722.2,7731.05,82.9,177347948,7141.74,0,0,0,0,0,1,0,5
24-May-16,7738.05,7761.55,7715.8,7748.85,-10.8,151538169,6119.23,0,0,0,1,0,0,0,3
25-May-16,7811.8,7941.2,7809.3,7934.9,-123.1,181636649,8202.39,0,1,0,0,0,0,0,1
26-May-16,7974.45,8083,7948.5,8069.65,-95.2,272456307,12422,0,1,0,0,0,0,0,1
27-May-16,8081.95,8164.2,8077.05,8156.65,-74.7,268963949,10607.22,0,1,0,0,0,0,0,1
30-May-16,8166.5,8200,8150.8,8178.5,-12,255086293,9199.38,0,0,0,1,0,0,0,3
31-May-16,8209.85,8213.6,8134.3,8160.1,49.75,485645737,21491.53,0,0,0,0,0,1,0,5
01-Jun-16,8179.2,8215.35,8171.05,8179.95,-0.75,200371829,8408.53,0,0,0,1,0,0,0,3
02-Jun-16,8156.9,8229.5,8154.75,8218.95,-62.05,187316365,8389.69,0,1,0,0,0,0,0,1
03-Jun-16,8246.2,8262,8209.85,8220.8,25.4,390652017,10762.52,0,0,0,0,1,0,0,4
06-Jun-16,8228.75,8234.7,8186.05,8201.05,27.7,176885226,7657.92,0,0,0,0,1,0,0,4
07-Jun-16,8235.55,8294.95,8216.4,8266.45,-30.9,249365706,10462.49,0,0,1,0,0,0,0,2
08-Jun-16,8285.5,8288.9,8252.05,8273.05,12.45,179710369,7614.02,0,0,0,1,0,0,0,3
09-Jun-16,8273.35,8273.35,8184.6,8203.6,69.75,180293039,7973.1,0,0,0,0,0,1,0,5
10-Jun-16,8180.25,8265.6,8162.85,8170.05,10.2,187757375,7853.83,0,0,0,1,0,0,0,3
13-Jun-16,8102.25,8125.25,8063.9,8110.6,-8.35,174916286,7343.99,0,0,0,1,0,0,0,3
14-Jun-16,8134.4,8134.95,8069.5,8108.85,25.55,150042362,6003.23,0,0,0,0,1,0,0,4
15-Jun-16,8139.4,8213.2,8123.15,8206.6,-67.2,174953935,6945.89,0,1,0,0,0,0,0,1
16-Jun-16,8180.65,8180.65,8074.45,8140.75,39.9,195028743,7764.57,0,0,0,0,1,0,0,4
17-Jun-16,8176.65,8195.25,8135.8,8170.2,6.45,171842760,7741.9,0,0,0,1,0,0,0,3
20-Jun-16,8115.75,8244.15,8107.35,8238.5,-122.75,173750792,7392.97,0,1,0,0,0,0,0,1
21-Jun-16,8255.4,8257.25,8202.15,8219.9,35.5,141161921,5978.26,0,0,0,0,1,0,0,4
22-Jun-16,8213.65,8238.35,8153.25,8203.7,9.95,140268297,6377.69,0,0,0,1,0,0,0,3
23-Jun-16,8201.15,8285.6,8188.3,8270.45,-69.3,158852677,6805.86,0,1,0,0,0,0,0,1
24-Jun-16,8029.1,8100.7,7927.05,8088.6,-59.5,306803641,13263.08,0,1,0,0,0,0,0,1
27-Jun-16,8039.35,8120.65,8039.35,8094.7,-55.35,167462711,7614.06,0,1,0,0,0,0,0,1
28-Jun-16,8096.05,8146.35,8086.85,8127.85,-31.8,175724276,7777.39,0,0,1,0,0,0,0,2
29-Jun-16,8173.1,8212.4,8157.65,8204,-30.9,151499716,6940.87,0,0,1,0,0,0,0,2
30-Jun-16,8260.25,8308.15,8242.1,8287.75,-27.5,288031935,12346.32,0,0,1,0,0,0,0,2
01-Jul-16,8313.05,8356.75,8308.65,8328.35,-15.3,170581881,7358.38,0,0,0,1,0,0,0,3
04-Jul-16,8376.75,8398.45,8364.7,8370.7,6.05,158955823,6662.92,0,0,0,1,0,0,0,3
05-Jul-16,8379.3,8381.45,8319.95,8335.95,43.35,143253937,5976.01,0,0,0,0,1,0,0,4
07-Jul-16,8342,8361.95,8317.7,8337.9,4.1,160327315,7592.94,0,0,0,1,0,0,0,3
08-Jul-16,8350,8353.3,8287.55,8323.2,26.8,142159935,6886.33,0,0,0,0,1,0,0,4
11-Jul-16,8413.35,8475.25,8407.05,8467.9,-54.55,154399933,7576.69,0,1,0,0,0,0,0,1
12-Jul-16,8502.6,8526.6,8479.2,8521.05,-18.45,189339750,7873.74,0,0,1,0,0,0,0,2
13-Jul-16,8540.45,8550.25,8493.55,8519.5,20.95,201492184,8284.38,0,0,0,0,1,0,0,4
14-Jul-16,8515.75,8571.4,8500.7,8565,-49.25,158738499,6890.07,0,1,0,0,0,0,0,1
15-Jul-16,8565.45,8594.8,8510.05,8541.4,24.05,228598684,12375.84,0,0,0,0,1,0,0,4
18-Jul-16,8564.05,8587.1,8494.35,8508.7,55.35,169400452,8200.06,0,0,0,0,0,1,0,5
19-Jul-16,8514.3,8540.05,8476.7,8528.55,-14.25,173050805,7928.14,0,0,0,1,0,0,0,3
20-Jul-16,8515.45,8569.9,8512.55,8565.85,-50.4,165349380,7936.36,0,1,0,0,0,0,0,1
21-Jul-16,8582.7,8585.25,8503.45,8510.1,72.6,154575685,7399.71,0,0,0,0,0,1,0,5
22-Jul-16,8519.65,8548.95,8489.8,8541.2,-21.55,147619642,6504,0,0,1,0,0,0,0,2
25-Jul-16,8519.95,8641.15,8517.2,8635.65,-115.7,154631398,7850.12,0,1,0,0,0,0,0,1
26-Jul-16,8633.75,8644.9,8577.15,8590.65,43.1,159563469,8765.45,0,0,0,0,1,0,0,4
27-Jul-16,8599.4,8665,8572.05,8615.8,-16.4,189796380,10885.88,0,0,1,0,0,0,0,2
28-Jul-16,8636.95,8674.7,8625.25,8666.3,-29.35,240721865,12998.06,0,0,1,0,0,0,0,2
29-Jul-16,8668.3,8670.35,8631.15,8638.5,29.8,161935155,8428.8,0,0,0,0,1,0,0,4
01-Aug-16,8654.3,8711.3,8590.5,8636.55,17.75,194186858,9881.67,0,0,0,0,1,0,0,4
02-Aug-16,8647.45,8687.2,8611.4,8622.9,24.55,174556789,8652.31,0,0,0,0,1,0,0,4
03-Aug-16,8635.2,8635.45,8529.6,8544.85,90.35,168033073,8507.82,0,0,0,0,0,1,0,5
04-Aug-16,8599.95,8601.4,8518.15,8551.1,48.85,169780463,7399.03,0,0,0,0,0,1,0,5
05-Aug-16,8600.2,8689.4,8590.15,8683.15,-82.95,162784913,7635.01,0,1,0,0,0,0,0,1
08-Aug-16,8712.85,8723.5,8697.6,8711.35,1.5,177877012,7862.15,0,0,0,1,0,0,0,3
09-Aug-16,8727.8,8728.35,8638.2,8678.25,49.55,206261255,9111.4,0,0,0,0,0,1,0,5
10-Aug-16,8686.7,8690.1,8564.6,8575.3,111.4,178963496,8206.18,0,0,0,0,0,1,0,5
11-Aug-16,8572.8,8601.15,8540.05,8592.15,-19.35,195114539,8634.8,0,0,1,0,0,0,0,2
12-Aug-16,8605.45,8684.3,8604.45,8672.15,-66.7,272014034,11998.86,0,1,0,0,0,0,0,1
16-Aug-16,8670.25,8682.35,8600.45,8642.55,27.7,231771409,10937.35,0,0,0,0,1,0,0,4
17-Aug-16,8639.8,8667.1,8603.6,8624.05,15.75,179540691,8161.38,0,0,0,0,1,0,0,4
18-Aug-16,8648.85,8690.7,8645.05,8673.25,-24.4,169431656,7900.6,0,0,1,0,0,0,0,2
19-Aug-16,8694.3,8696.6,8647.1,8666.9,27.4,197770568,8354.88,0,0,0,0,1,0,0,4
22-Aug-16,8667,8684.85,8614,8629.15,37.85,156976546,7394.57,0,0,0,0,1,0,0,4
23-Aug-16,8628.35,8642.15,8580,8632.6,-4.25,193302503,7309.82,0,0,0,1,0,0,0,3
24-Aug-16,8648.5,8661.05,8620.9,8650.3,-1.8,154168043,7199.72,0,0,0,1,0,0,0,3
25-Aug-16,8668.85,8683.05,8583.65,8592.2,76.65,219736214,10508.32,0,0,0,0,0,1,0,5
